Bird identity,"Sex 1=male, 0=female",Ageclass,BodyMass g,RightTarsus length,MalariaConsensus 1=yes,year sampled,year,wet/dry season
3503,0,FL,14.5,24.6,1,2005-07-26T00:00:00Z,2005,SE monsoon
3504,1,CH,15.6,25.9,0,2005-07-26T00:00:00Z,2005,SE monsoon
3501,0,OFL,14.9,24.0,1,2005-07-27T00:00:00Z,2005,SE monsoon
3502,0,OFL,15.4,24.0,1,2005-07-27T00:00:00Z,2005,SE monsoon
3505,0,OFL,14.1,23.6,1,2005-07-28T00:00:00Z,2005,SE monsoon
1587,1,A,17.5,25.7,0,2005-07-29T00:00:00Z,2005,SE monsoon
3506,0,OFL,14.9,23.8,1,2005-07-29T00:00:00Z,2005,SE monsoon
3509,0,J,13.4,24.5,1,2005-07-30T00:00:00Z,2005,SE monsoon
1523,1,A,18.0,26.6,0,2005-08-01T00:00:00Z,2005,SE monsoon
3511,1,OFL,15.9,25.7,1,2005-08-01T00:00:00Z,2005,SE monsoon
3515,1,OFL,15.8,25.2,1,2005-08-01T00:00:00Z,2005,SE monsoon
3512,0,CH,14.5,23.8,0,2005-08-02T00:00:00Z,2005,SE monsoon
3510,0,OFL,14.0,23.9,1,2005-08-03T00:00:00Z,2005,SE monsoon
3513,0,OFL,14.1,24.7,1,2005-08-04T00:00:00Z,2005,SE monsoon
1504,1,A,17.0,27.5,0,2005-08-07T00:00:00Z,2005,SE monsoon
1523,1,A,17.5,26.6,0,2005-08-08T00:00:00Z,2005,SE monsoon
3488,0,OFL,16.0,24.7,1,2005-08-08T00:00:00Z,2005,SE monsoon
3457,1,OFL,16.0,25.4,1,2005-08-15T00:00:00Z,2005,SE monsoon
3517,0,CH,13.8,21.2,0,2005-08-15T00:00:00Z,2005,SE monsoon
3518,0,CH,15.0,24.0,0,2005-08-15T00:00:00Z,2005,SE monsoon
3520,0,OFL,15.0,24.5,1,2005-08-15T00:00:00Z,2005,SE monsoon
3516,0,OFL,16.0,24.5,1,2005-08-16T00:00:00Z,2005,SE monsoon
3519,1,CH,17.1,26.2,0,2005-08-17T00:00:00Z,2005,SE monsoon
3521,1,CH,16.4,24.8,0,2005-08-17T00:00:00Z,2005,SE monsoon
3564,1,OFL,17.0,25.2,1,2005-08-19T00:00:00Z,2005,SE monsoon
1501,0,A,16.0,24.5,0,2005-08-20T00:00:00Z,2005,SE monsoon
3569,0,CH,16.5,23.4,0,2005-08-20T00:00:00Z,2005,SE monsoon
3572,1,CH,17.0,25.4,0,2005-08-20T00:00:00Z,2005,SE monsoon
3575,1,CH,16.0,24.9,0,2005-08-20T00:00:00Z,2005,SE monsoon
1412,1,S,16.5,25.8,0,2005-08-23T00:00:00Z,2005,SE monsoon
3574,0,CH,14.5,22.8,0,2005-08-23T00:00:00Z,2005,SE monsoon
1384,0,S,16.0,23.5,1,2005-08-24T00:00:00Z,2005,SE monsoon
1499,1,A,15.7,25.2,0,2005-08-24T00:00:00Z,2005,SE monsoon
3565,1,CH,16.1,24.3,0,2005-08-25T00:00:00Z,2005,SE monsoon
3566,0,CH,15.0,22.4,0,2005-08-25T00:00:00Z,2005,SE monsoon
3568,0,CH,14.5,22.6,0,2005-08-25T00:00:00Z,2005,SE monsoon
3570,1,CH,17.5,24.9,0,2005-08-25T00:00:00Z,2005,SE monsoon
3571,0,CH,12.0,22.0,0,2005-08-25T00:00:00Z,2005,SE monsoon
3573,1,CH,13.6,23.7,0,2005-08-25T00:00:00Z,2005,SE monsoon
3576,1,CH,15.2,24.5,0,2005-08-25T00:00:00Z,2005,SE monsoon
3578,1,CH,16.5,23.5,0,2005-08-26T00:00:00Z,2005,SE monsoon
3580,0,CH,14.9,22.9,0,2005-08-26T00:00:00Z,2005,SE monsoon
3581,0,CH,16.1,23.4,0,2005-08-27T00:00:00Z,2005,SE monsoon
1532,0,A,14.1,24.2,0,2005-08-28T00:00:00Z,2005,SE monsoon
3590,0,CH,13.4,22.3,0,2005-08-29T00:00:00Z,2005,SE monsoon
1419,0,A,14.4,23.8,0,2005-08-30T00:00:00Z,2005,SE monsoon
3591,0,CH,16.4,24.3,0,2005-08-30T00:00:00Z,2005,SE monsoon
1346,0,S,14.5,24.7,0,2005-09-02T00:00:00Z,2005,SE monsoon
3593,1,CH,15.9,25.5,0,2005-09-03T00:00:00Z,2005,SE monsoon
3594,0,CH,16.8,25.7,0,2005-09-03T00:00:00Z,2005,SE monsoon
3595,0,CH,14.8,23.0,0,2005-09-03T00:00:00Z,2005,SE monsoon
3596,0,CH,15.0,22.9,0,2005-09-03T00:00:00Z,2005,SE monsoon
3597,0,CH,14.2,23.3,0,2005-09-03T00:00:00Z,2005,SE monsoon
3598,0,CH,15.8,23.7,0,2005-09-04T00:00:00Z,2005,SE monsoon
3599,1,CH,17.2,24.5,0,2005-09-06T00:00:00Z,2005,SE monsoon
1429,0,A,14.0,23.1,0,2005-09-08T00:00:00Z,2005,SE monsoon
1553,1,A,16.2,26.2,0,2005-09-08T00:00:00Z,2005,SE monsoon
3459,1,OFL,16.0,26.9,1,2005-09-08T00:00:00Z,2005,SE monsoon
3602,1,CH,17.8,25.9,0,2005-09-10T00:00:00Z,2005,SE monsoon
3603,0,CH,15.0,22.6,0,2005-09-10T00:00:00Z,2005,SE monsoon
3606,0,CH,14.5,22.4,0,2005-09-10T00:00:00Z,2005,SE monsoon
3600,1,CH,17.2,25.5,0,2005-09-11T00:00:00Z,2005,SE monsoon
3601,1,CH,16.5,24.6,0,2005-09-11T00:00:00Z,2005,SE monsoon
3604,0,CH,14.4,24.5,0,2005-09-11T00:00:00Z,2005,SE monsoon
3611,0,CH,12.0,23.1,0,2005-09-17T00:00:00Z,2005,SE monsoon
3613,0,CH,14.0,23.8,0,2005-09-17T00:00:00Z,2005,SE monsoon
3612,1,CH,15.0,24.9,0,2005-09-20T00:00:00Z,2005,SE monsoon
3614,1,CH,15.0,23.9,0,2005-09-30T00:00:00Z,2005,SE monsoon
1509,1,A,17.0,25.8,1,2005-11-13T00:00:00Z,2005,NW monsoon
1542,1,A,16.0,25.9,1,2005-11-14T00:00:00Z,2005,NW monsoon
3576,1,FL,14.3,26.0,1,2005-11-14T00:00:00Z,2005,NW monsoon
1504,1,A,16.0,27.4,0,2005-11-19T00:00:00Z,2005,NW monsoon
1558,0,A,14.4,24.3,0,2005-11-19T00:00:00Z,2005,NW monsoon
3616,0,CH,12.8,23.4,0,2005-11-19T00:00:00Z,2005,NW monsoon
3617,1,FL,13.7,24.1,0,2005-11-19T00:00:00Z,2005,NW monsoon
1543,1,A,16.0,25.7,0,2005-11-20T00:00:00Z,2005,NW monsoon
1429,0,A,13.1,22.9,1,2005-11-26T00:00:00Z,2005,NW monsoon
3458,1,A,15.6,26.7,1,2005-11-26T00:00:00Z,2005,NW monsoon
3460,1,SA,15.5,25.8,1,2005-11-26T00:00:00Z,2005,NW monsoon
3643,1,FL,13.7,25.5,1,2005-11-27T00:00:00Z,2005,NW monsoon
1512,1,A,16.8,25.7,0,2005-11-28T00:00:00Z,2005,NW monsoon
3511,1,SA,18.5,26.5,1,2005-11-28T00:00:00Z,2005,NW monsoon
3644,1,FL,14.5,26.0,1,2005-11-28T00:00:00Z,2005,NW monsoon
3646,0,FL,14.1,24.4,1,2005-11-28T00:00:00Z,2005,NW monsoon
3647,1,FL,13.4,25.2,1,2005-11-28T00:00:00Z,2005,NW monsoon
3503,0,OFL,15.0,24.6,1,2005-11-29T00:00:00Z,2005,NW monsoon
3648,0,OFL,14.1,22.6,1,2005-11-29T00:00:00Z,2005,NW monsoon
1523,1,A,18.0,25.6,1,2005-11-30T00:00:00Z,2005,NW monsoon
3651,1,FL,14.0,26.4,1,2005-11-30T00:00:00Z,2005,NW monsoon
3652,0,FL,12.7,23.0,1,2005-11-30T00:00:00Z,2005,NW monsoon
3591,0,FL,13.0,25.1,1,2005-12-03T00:00:00Z,2005,NW monsoon
3689,1,FL,14.1,25.0,1,2005-12-04T00:00:00Z,2005,NW monsoon
3692,0,OFL,15.8,23.7,1,2005-12-05T00:00:00Z,2005,NW monsoon
3695,0,FL,13.1,25.5,1,2005-12-06T00:00:00Z,2005,NW monsoon
3699,0,FL,14.0,24.1,1,2005-12-07T00:00:00Z,2005,NW monsoon
1412,1,S,17.0,25.9,1,2005-12-08T00:00:00Z,2005,NW monsoon
3700,0,SA,14.0,23.6,1,2005-12-08T00:00:00Z,2005,NW monsoon
1541,0,A,15.2,24.1,1,2005-12-09T00:00:00Z,2005,NW monsoon
4802,1,J,15.2,25.4,1,2006-03-15T00:00:00Z,2006,NW monsoon
3699,0,A,14.4,24.1,1,2006-03-16T00:00:00Z,2006,NW monsoon
3489,1,SA,16.8,26.1,0,2006-03-17T00:00:00Z,2006,NW monsoon
3518,0,SA,15.0,24.2,1,2006-03-17T00:00:00Z,2006,NW monsoon
3612,1,SA,14.3,26.0,1,2006-03-17T00:00:00Z,2006,NW monsoon
3451,0,A,15.2,25.4,1,2006-03-21T00:00:00Z,2006,NW monsoon
3497,0,A,14.7,25.3,0,2006-03-21T00:00:00Z,2006,NW monsoon
3515,1,A,17.8,26.1,1,2006-03-21T00:00:00Z,2006,NW monsoon
4829,1,FL,14.4,24.7,1,2006-06-22T00:00:00Z,2006,SE monsoon
3486,1,SA,16.0,26.2,1,2006-07-02T00:00:00Z,2006,SE monsoon
3594,0,SA,16.0,26.4,1,2006-07-02T00:00:00Z,2006,SE monsoon
4855,0,FL,17.5,23.1,1,2006-07-02T00:00:00Z,2006,SE monsoon
4860,1,FL,16.0,26.3,1,2006-07-10T00:00:00Z,2006,SE monsoon
4862,0,SA,14.5,22.5,1,2006-07-17T00:00:00Z,2006,SE monsoon
4863,0,J,13.0,23.4,0,2006-07-17T00:00:00Z,2006,SE monsoon
1559,0,A,15.0,23.7,1,2006-07-18T00:00:00Z,2006,SE monsoon
3603,0,SA,14.5,23.4,1,2006-07-20T00:00:00Z,2006,SE monsoon
4866,1,SA,15.5,25.9,1,2006-07-20T00:00:00Z,2006,SE monsoon
4867,0,J,15.5,24.9,1,2006-07-20T00:00:00Z,2006,SE monsoon
4868,0,J,16.5,23.9,1,2006-07-20T00:00:00Z,2006,SE monsoon
3520,0,A,16.5,24.4,0,2006-07-26T00:00:00Z,2006,SE monsoon
3497,0,A,15.5,24.3,1,2006-07-27T00:00:00Z,2006,SE monsoon
1536,0,A,16.0,24.1,0,2006-07-28T00:00:00Z,2006,SE monsoon
3578,1,SA,17.8,24.8,1,2006-07-28T00:00:00Z,2006,SE monsoon
4870,0,OFL,14.8,24.2,1,2006-07-28T00:00:00Z,2006,SE monsoon
4871,0,J,16.0,24.3,1,2006-07-28T00:00:00Z,2006,SE monsoon
3486,1,A,16.6,26.4,0,2006-08-03T00:00:00Z,2006,SE monsoon
3578,1,SA,18.0,24.4,1,2006-08-03T00:00:00Z,2006,SE monsoon
3590,0,SA,14.7,23.5,1,2006-08-04T00:00:00Z,2006,SE monsoon
3569,0,SA,15.5,23.2,1,2006-08-06T00:00:00Z,2006,SE monsoon
4873,1,SA,15.9,25.5,1,2006-08-06T00:00:00Z,2006,SE monsoon
3462,0,A,16.9,24.4,1,2006-08-07T00:00:00Z,2006,SE monsoon
4874,0,OFL,13.9,22.7,1,2006-08-07T00:00:00Z,2006,SE monsoon
1419,0,S,15.1,23.5,0,2006-08-08T00:00:00Z,2006,SE monsoon
1510,0,S,14.8,24.0,0,2006-08-08T00:00:00Z,2006,SE monsoon
1415,0,S,14.8,24.2,0,2006-08-09T00:00:00Z,2006,SE monsoon
4876,0,J,14.0,23.9,1,2006-08-09T00:00:00Z,2006,SE monsoon
3606,0,SA,15.6,24.0,0,2006-08-12T00:00:00Z,2006,SE monsoon
4878,0,J,14.4,23.8,1,2006-08-12T00:00:00Z,2006,SE monsoon
4881,1,SA,18.0,26.3,0,2006-08-12T00:00:00Z,2006,SE monsoon
1566,1,A,17.2,25.5,0,2006-08-13T00:00:00Z,2006,SE monsoon
3516,0,SA,15.8,24.8,1,2006-08-13T00:00:00Z,2006,SE monsoon
3576,1,SA,16.2,25.9,1,2006-08-14T00:00:00Z,2006,SE monsoon
3643,1,SA,15.9,25.9,1,2006-08-14T00:00:00Z,2006,SE monsoon
3644,1,A,17.0,26.3,1,2006-08-15T00:00:00Z,2006,SE monsoon
1356,1,S,17.2,26.2,0,2006-08-16T00:00:00Z,2006,SE monsoon
4886,1,J,17.2,26.3,1,2006-08-16T00:00:00Z,2006,SE monsoon
1401,0,S,20.2,24.0,0,2006-08-17T00:00:00Z,2006,SE monsoon
3573,1,SA,15.2,24.8,1,2006-08-22T00:00:00Z,2006,SE monsoon
3617,1,SA,16.9,24.3,1,2006-08-29T00:00:00Z,2006,SE monsoon
1523,1,S,17.8,26.2,0,2006-08-30T00:00:00Z,2006,SE monsoon
4871,0,J,14.5,24.5,1,2006-08-30T00:00:00Z,2006,SE monsoon
4901,0,FL,14.2,24.9,0,2006-08-30T00:00:00Z,2006,SE monsoon
1384,0,S,15.2,23.4,0,2006-09-01T00:00:00Z,2006,SE monsoon
4878,0,J,14.5,24.3,1,2006-09-02T00:00:00Z,2006,SE monsoon
4855,0,SA,12.8,23.1,0,2007-01-06T00:00:00Z,2007,NW monsoon
4889,1,OFL,14.5,26.6,1,2007-01-06T00:00:00Z,2007,NW monsoon
4938,0,J,14.4,24.8,1,2007-01-06T00:00:00Z,2007,NW monsoon
4939,1,SA,16.3,25.6,1,2007-01-06T00:00:00Z,2007,NW monsoon
3498,0,A,13.2,24.2,0,2007-01-07T00:00:00Z,2007,NW monsoon
3489,1,A,17.0,25.8,1,2007-01-08T00:00:00Z,2007,NW monsoon
4940,1,J,14.0,26.0,1,2007-01-08T00:00:00Z,2007,NW monsoon
3576,1,SA,15.3,26.2,0,2007-01-09T00:00:00Z,2007,NW monsoon
3646,0,SA,15.7,24.9,1,2007-01-09T00:00:00Z,2007,NW monsoon
4873,1,SA,15.2,25.2,0,2007-01-09T00:00:00Z,2007,NW monsoon
4941,0,J,12.0,24.4,1,2007-01-09T00:00:00Z,2007,NW monsoon
4943,1,J,15.1,25.8,1,2007-01-09T00:00:00Z,2007,NW monsoon
4944,1,J,15.0,25.7,1,2007-01-10T00:00:00Z,2007,NW monsoon
4945,1,J,15.4,26.8,0,2007-01-10T00:00:00Z,2007,NW monsoon
4946,1,J,14.9,26.5,1,2007-01-10T00:00:00Z,2007,NW monsoon
4947,1,J,15.6,26.5,1,2007-01-10T00:00:00Z,2007,NW monsoon
4948,1,J,15.1,25.8,1,2007-01-11T00:00:00Z,2007,NW monsoon
4949,0,SA,14.1,24.6,1,2007-01-11T00:00:00Z,2007,NW monsoon
4951,1,J,16.0,25.8,1,2007-01-12T00:00:00Z,2007,NW monsoon
4952,0,J,13.2,23.0,1,2007-01-12T00:00:00Z,2007,NW monsoon
3570,1,SA,16.8,26.4,0,2007-01-13T00:00:00Z,2007,NW monsoon
4953,1,J,15.0,25.9,1,2007-01-13T00:00:00Z,2007,NW monsoon
4954,1,SA,16.8,26.5,1,2007-01-13T00:00:00Z,2007,NW monsoon
4955,1,J,15.1,25.3,1,2007-01-13T00:00:00Z,2007,NW monsoon
4956,0,SA,13.8,23.3,1,2007-01-13T00:00:00Z,2007,NW monsoon
1494,1,S,16.3,24.0,0,2007-01-14T00:00:00Z,2007,NW monsoon
3518,0,A,14.8,24.2,0,2007-01-14T00:00:00Z,2007,NW monsoon
4957,1,J,14.6,25.2,1,2007-01-14T00:00:00Z,2007,NW monsoon
4958,0,FL,14.4,25.4,1,2007-01-14T00:00:00Z,2007,NW monsoon
4959,1,SA,16.2,26.4,0,2007-01-14T00:00:00Z,2007,NW monsoon
4960,0,J,13.4,23.8,1,2007-01-16T00:00:00Z,2007,NW monsoon
4961,0,J,14.4,24.4,1,2007-01-16T00:00:00Z,2007,NW monsoon
4962,1,J,15.8,26.2,1,2007-01-17T00:00:00Z,2007,NW monsoon
4963,1,J,14.8,25.0,1,2007-01-17T00:00:00Z,2007,NW monsoon
4964,0,J,15.0,24.0,0,2007-01-18T00:00:00Z,2007,NW monsoon
4965,0,J,15.2,24.4,1,2007-01-18T00:00:00Z,2007,NW monsoon
4966,1,J,14.0,25.4,1,2007-01-22T00:00:00Z,2007,NW monsoon
3572,1,SA,18.3,26.2,1,2007-01-23T00:00:00Z,2007,NW monsoon
4968,0,FL,13.8,23.5,1,2007-01-23T00:00:00Z,2007,NW monsoon
4969,0,FL,14.2,24.5,1,2007-01-24T00:00:00Z,2007,NW monsoon
4970,0,FL,13.9,25.1,1,2007-01-24T00:00:00Z,2007,NW monsoon
3699,0,A,13.9,24.7,1,2007-01-25T00:00:00Z,2007,NW monsoon
4898,0,J,14.4,24.4,1,2007-01-25T00:00:00Z,2007,NW monsoon
4972,1,J,15.2,25.7,1,2007-01-25T00:00:00Z,2007,NW monsoon
4973,0,FL,15.0,24.5,1,2007-01-25T00:00:00Z,2007,NW monsoon
4974,0,FL,12.6,24.0,1,2007-01-25T00:00:00Z,2007,NW monsoon
1305,0,S,14.8,24.2,0,2007-01-26T00:00:00Z,2007,NW monsoon
1559,0,S,14.8,24.4,0,2007-06-13T00:00:00Z,2007,SE monsoon
4829,1,SA,16.8,25.3,0,2007-06-13T00:00:00Z,2007,SE monsoon
1415,0,S,14.6,24.5,0,2007-06-15T00:00:00Z,2007,SE monsoon
4876,0,SA,13.7,24.8,1,2007-06-15T00:00:00Z,2007,SE monsoon
4879,1,SA,16.2,25.8,0,2007-06-16T00:00:00Z,2007,SE monsoon
4934,1,SA,17.8,26.5,1,2007-06-17T00:00:00Z,2007,SE monsoon
4999,0,OFL,14.9,26.5,0,2007-06-17T00:00:00Z,2007,SE monsoon
5000,1,SA,15.9,26.0,1,2007-06-18T00:00:00Z,2007,SE monsoon
3486,1,A,16.8,26.2,0,2007-06-19T00:00:00Z,2007,SE monsoon
3501,0,A,14.9,24.1,0,2007-06-20T00:00:00Z,2007,SE monsoon
4886,1,SA,16.0,25.6,1,2007-06-20T00:00:00Z,2007,SE monsoon
5008,1,J,15.5,24.4,1,2007-06-21T00:00:00Z,2007,SE monsoon
5009,0,SA,14.3,24.9,1,2007-06-21T00:00:00Z,2007,SE monsoon
1532,0,S,14.2,23.9,0,2007-07-17T00:00:00Z,2007,SE monsoon
4870,0,SA,13.9,24.0,0,2007-07-17T00:00:00Z,2007,SE monsoon
4939,1,SA,15.9,25.6,0,2007-07-17T00:00:00Z,2007,SE monsoon
4969,0,SA,14.2,24.5,1,2007-07-17T00:00:00Z,2007,SE monsoon
5071,1,FL,15.5,26.4,1,2007-07-17T00:00:00Z,2007,SE monsoon
1503,0,S,17.0,24.5,1,2007-07-19T00:00:00Z,2007,SE monsoon
4888,1,SA,17.5,25.3,1,2007-07-19T00:00:00Z,2007,SE monsoon
5072,1,J,16.3,25.1,0,2007-07-19T00:00:00Z,2007,SE monsoon
5073,0,SA,14.4,23.5,1,2007-07-19T00:00:00Z,2007,SE monsoon
1384,0,S,14.9,23.0,0,2007-07-20T00:00:00Z,2007,SE monsoon
4973,0,SA,14.9,23.8,1,2007-07-20T00:00:00Z,2007,SE monsoon
5009,0,SA,13.7,24.9,1,2007-07-20T00:00:00Z,2007,SE monsoon
5074,0,J,13.1,24.0,1,2007-07-20T00:00:00Z,2007,SE monsoon
5075,0,SA,14.1,23.5,0,2007-07-20T00:00:00Z,2007,SE monsoon
3515,1,A,15.7,25.0,0,2007-07-21T00:00:00Z,2007,SE monsoon
4960,0,J,14.5,24.0,1,2007-07-21T00:00:00Z,2007,SE monsoon
5076,1,J,14.8,25.9,1,2007-07-21T00:00:00Z,2007,SE monsoon
4936,0,SA,13.8,23.8,0,2007-07-22T00:00:00Z,2007,SE monsoon
3517,0,A,14.4,24.0,0,2007-07-24T00:00:00Z,2007,SE monsoon
4870,0,A,14.7,23.7,1,2007-07-24T00:00:00Z,2007,SE monsoon
4883,0,SA,14.5,24.2,1,2007-07-24T00:00:00Z,2007,SE monsoon
4910,0,SA,13.7,23.4,1,2007-07-24T00:00:00Z,2007,SE monsoon
4918,1,SA,15.6,26.2,1,2007-07-24T00:00:00Z,2007,SE monsoon
4894,1,SA,16.2,25.4,0,2007-07-25T00:00:00Z,2007,SE monsoon
5077,1,J,14.5,24.7,1,2007-07-25T00:00:00Z,2007,SE monsoon
5078,1,SA,15.6,25.2,0,2007-07-25T00:00:00Z,2007,SE monsoon
1244,0,S,15.1,23.2,1,2007-07-26T00:00:00Z,2007,SE monsoon
3505,0,A,14.0,23.6,0,2007-07-26T00:00:00Z,2007,SE monsoon
4871,0,A,16.0,24.5,1,2007-07-26T00:00:00Z,2007,SE monsoon
4876,0,A,13.5,23.1,0,2007-07-26T00:00:00Z,2007,SE monsoon
4892,1,SA,16.1,25.7,1,2007-07-26T00:00:00Z,2007,SE monsoon
5079,0,A,15.8,24.7,1,2007-07-26T00:00:00Z,2007,SE monsoon
1533,1,S,16.5,26.1,0,2007-07-27T00:00:00Z,2007,SE monsoon
3580,0,A,14.9,24.2,0,2007-07-27T00:00:00Z,2007,SE monsoon
4884,1,SA,15.9,26.6,0,2007-07-27T00:00:00Z,2007,SE monsoon
4954,1,A,16.0,26.2,0,2007-07-27T00:00:00Z,2007,SE monsoon
5080,0,J,14.3,24.7,1,2007-07-27T00:00:00Z,2007,SE monsoon
3596,0,A,15.5,24.0,1,2007-07-30T00:00:00Z,2007,SE monsoon
5099,1,SA,17.0,25.8,1,2007-08-04T00:00:00Z,2007,SE monsoon
5116,1,SA,16.2,26.1,1,2007-08-12T00:00:00Z,2007,SE monsoon
3445,1,A,16.8,26.6,0,2007-08-15T00:00:00Z,2007,SE monsoon
3490,0,A,15.6,24.8,1,2007-08-15T00:00:00Z,2007,SE monsoon
3519,1,A,16.7,26.7,0,2007-08-15T00:00:00Z,2007,SE monsoon
4870,0,A,14.4,24.3,0,2007-08-15T00:00:00Z,2007,SE monsoon
4948,1,SA,16.3,26.0,1,2007-08-16T00:00:00Z,2007,SE monsoon
5118,1,SA,16.1,25.0,1,2007-08-16T00:00:00Z,2007,SE monsoon
4912,0,SA,15.1,23.6,0,2007-08-18T00:00:00Z,2007,SE monsoon
4915,1,SA,17.0,25.6,1,2007-08-18T00:00:00Z,2007,SE monsoon
5116,1,SA,16.6,26.3,1,2007-08-20T00:00:00Z,2007,SE monsoon
3572,1,A,16.8,25.5,0,2007-08-21T00:00:00Z,2007,SE monsoon
4902,1,SA,16.8,25.2,0,2007-08-21T00:00:00Z,2007,SE monsoon
4881,1,A,16.9,25.9,0,2007-08-22T00:00:00Z,2007,SE monsoon
4917,0,SA,14.2,24.5,0,2007-08-22T00:00:00Z,2007,SE monsoon
4949,0,SA,16.5,24.0,1,2007-08-22T00:00:00Z,2007,SE monsoon
