Bird identity,"Sex 1=male, 0=female",Ageclass,BodyMass g,RightTarsus length,MalariaConsensus 1=yes,year sampled,year,wet/dry season
5335,1,SA,16.1,27.1,0,2009-07-13T00:00:00Z,2009,SE monsoon
5448,0,FL,13.9,24.8,1,2009-07-16T00:00:00Z,2009,SE monsoon
5334,1,OFL,15.4,26.3,1,2009-07-20T00:00:00Z,2009,SE monsoon
5449,0,OFL,15.1,24.3,1,2009-07-20T00:00:00Z,2009,SE monsoon
5287,0,OFL,14.5,23.5,1,2009-07-23T00:00:00Z,2009,SE monsoon
5224,0,A,14.1,23.7,1,2009-07-26T00:00:00Z,2009,SE monsoon
5167,1,A,17.1,27.0,0,2009-07-28T00:00:00Z,2009,SE monsoon
5339,0,FL,13.3,23.1,1,2009-07-28T00:00:00Z,2009,SE monsoon
5450,0,FL,14.4,24.7,1,2009-07-28T00:00:00Z,2009,SE monsoon
1553,1,S,15.5,26.0,0,2009-07-29T00:00:00Z,2009,SE monsoon
3608,0,A,15.3,24.6,1,2009-07-29T00:00:00Z,2009,SE monsoon
5125,0,A,14.0,23.6,0,2009-07-29T00:00:00Z,2009,SE monsoon
5123,0,A,16.8,24.1,1,2009-08-01T00:00:00Z,2009,SE monsoon
5277,0,SA,14.1,24.0,0,2009-08-01T00:00:00Z,2009,SE monsoon
4933,1,A,16.0,26.4,0,2009-08-03T00:00:00Z,2009,SE monsoon
5079,0,A,15.8,24.9,0,2009-08-03T00:00:00Z,2009,SE monsoon
5336,0,J,14.1,24.9,1,2009-08-03T00:00:00Z,2009,SE monsoon
5340,1,CH,15.3,24.3,0,2009-08-10T00:00:00Z,2009,SE monsoon
5337,0,J,14.3,24.9,1,2009-08-11T00:00:00Z,2009,SE monsoon
1394,1,S,16.1,25.8,1,2009-08-12T00:00:00Z,2009,SE monsoon
3451,0,A,15.0,24.6,0,2009-08-12T00:00:00Z,2009,SE monsoon
4861,0,A,15.6,25.1,1,2009-08-12T00:00:00Z,2009,SE monsoon
4956,0,A,13.9,23.0,1,2009-08-12T00:00:00Z,2009,SE monsoon
5338,1,OFL,16.0,26.0,1,2009-08-12T00:00:00Z,2009,SE monsoon
5451,0,J,14.8,24.4,1,2009-08-12T00:00:00Z,2009,SE monsoon
3518,0,A,15.7,24.7,0,2009-08-15T00:00:00Z,2009,SE monsoon
5341,0,SA,15.1,25.0,1,2009-08-15T00:00:00Z,2009,SE monsoon
5452,0,FL,13.8,24.8,0,2009-08-15T00:00:00Z,2009,SE monsoon
5119,0,A,18.9,24.7,1,2009-08-17T00:00:00Z,2009,SE monsoon
5343,1,CH,17.2,25.9,0,2009-08-19T00:00:00Z,2009,SE monsoon
5453,1,CH,17.3,25.5,0,2009-08-19T00:00:00Z,2009,SE monsoon
5454,0,CH,16.4,24.2,0,2009-08-19T00:00:00Z,2009,SE monsoon
4965,0,A,14.4,24.7,0,2009-08-20T00:00:00Z,2009,SE monsoon
5254,1,A,16.7,25.7,1,2009-08-20T00:00:00Z,2009,SE monsoon
5455,0,FL,13.1,24.1,1,2009-08-20T00:00:00Z,2009,SE monsoon
5456,1,CH,16.0,23.2,0,2009-08-21T00:00:00Z,2009,SE monsoon
4883,0,A,15.8,24.5,1,2009-08-22T00:00:00Z,2009,SE monsoon
5457,0,J,15.3,24.8,1,2009-08-22T00:00:00Z,2009,SE monsoon
5342,1,CH,13.5,20.2,0,2009-08-23T00:00:00Z,2009,SE monsoon
5418,1,CH,13.3,21.8,0,2009-08-29T00:00:00Z,2009,SE monsoon
5460,1,CH,13.5,21.2,0,2009-08-29T00:00:00Z,2009,SE monsoon
5459,0,CH,13.0,21.8,0,2009-08-31T00:00:00Z,2009,SE monsoon
5461,0,CH,13.8,22.2,0,2009-08-31T00:00:00Z,2009,SE monsoon
5458,0,CH,16.0,23.5,0,2009-09-01T00:00:00Z,2009,SE monsoon
5462,1,CH,16.5,25.7,0,2009-09-04T00:00:00Z,2009,SE monsoon
5463,1,CH,10.0,19.4,0,2009-09-05T00:00:00Z,2009,SE monsoon
5466,0,CH,10.0,20.0,0,2009-09-05T00:00:00Z,2009,SE monsoon
5464,0,CH,16.0,24.5,0,2009-09-10T00:00:00Z,2009,SE monsoon
3574,0,A,13.0,22.9,1,2010-02-15T00:00:00Z,2010,NW monsoon
4866,1,A,16.0,26.3,1,2010-02-15T00:00:00Z,2010,NW monsoon
5277,0,SA,14.2,23.0,1,2010-02-16T00:00:00Z,2010,NW monsoon
5338,1,SA,15.5,25.2,0,2010-02-16T00:00:00Z,2010,NW monsoon
4885,0,A,15.5,24.4,0,2010-02-19T00:00:00Z,2010,NW monsoon
5325,1,SA,14.0,25.9,1,2010-02-21T00:00:00Z,2010,NW monsoon
4861,0,A,14.2,25.3,0,2010-02-23T00:00:00Z,2010,NW monsoon
5116,1,A,16.0,25.8,1,2010-02-23T00:00:00Z,2010,NW monsoon
5324,0,A,16.0,24.8,1,2010-02-23T00:00:00Z,2010,NW monsoon
5459,0,SA,13.5,23.4,1,2010-02-23T00:00:00Z,2010,NW monsoon
3606,0,A,15.0,23.9,1,2010-02-24T00:00:00Z,2010,NW monsoon
5497,1,OFL,14.2,26.0,1,2010-02-24T00:00:00Z,2010,NW monsoon
5326,0,SA,13.0,24.2,1,2010-03-01T00:00:00Z,2010,NW monsoon
4939,1,A,16.0,25.6,0,2010-07-04T00:00:00Z,2010,SE monsoon
5313,0,SA,15.6,24.8,1,2010-07-04T00:00:00Z,2010,SE monsoon
3519,1,A,16.3,26.8,0,2010-07-06T00:00:00Z,2010,SE monsoon
5284,0,A,14.1,24.4,1,2010-07-06T00:00:00Z,2010,SE monsoon
5516,0,SA,14.9,24.9,1,2010-07-10T00:00:00Z,2010,SE monsoon
5317,1,SA,15.1,25.8,1,2010-07-11T00:00:00Z,2010,SE monsoon
5515,1,SA,16.7,26.0,1,2010-07-11T00:00:00Z,2010,SE monsoon
3608,0,A,15.4,24.5,0,2010-07-12T00:00:00Z,2010,SE monsoon
5170,1,A,17.4,26.3,0,2010-07-12T00:00:00Z,2010,SE monsoon
4941,0,A,16.7,24.8,1,2010-07-14T00:00:00Z,2010,SE monsoon
5526,1,A,16.2,25.9,1,2010-07-14T00:00:00Z,2010,SE monsoon
4887,1,A,17.2,26.4,0,2010-07-16T00:00:00Z,2010,SE monsoon
5450,0,A,15.8,24.7,1,2010-07-21T00:00:00Z,2010,SE monsoon
5237,1,A,16.7,26.4,0,2010-07-23T00:00:00Z,2010,SE monsoon
5240,1,A,17.5,26.3,0,2010-07-25T00:00:00Z,2010,SE monsoon
5262,1,A,17.2,27.3,1,2010-07-25T00:00:00Z,2010,SE monsoon
5532,0,SA,14.8,25.1,1,2010-07-27T00:00:00Z,2010,SE monsoon
4892,1,A,16.5,26.0,0,2010-07-28T00:00:00Z,2010,SE monsoon
4957,1,A,16.4,25.5,1,2010-07-29T00:00:00Z,2010,SE monsoon
5531,0,A,15.7,25.4,1,2010-07-29T00:00:00Z,2010,SE monsoon
5290,1,A,16.2,26.4,0,2010-07-31T00:00:00Z,2010,SE monsoon
5336,0,A,14.9,24.6,0,2010-07-31T00:00:00Z,2010,SE monsoon
3606,0,A,16.9,24.4,0,2010-08-03T00:00:00Z,2010,SE monsoon
5497,1,A,16.6,25.6,0,2010-08-03T00:00:00Z,2010,SE monsoon
4887,1,A,16.5,26.3,0,2010-08-06T00:00:00Z,2010,SE monsoon
4958,0,A,15.6,25.6,0,2010-08-06T00:00:00Z,2010,SE monsoon
5315,0,A,16.4,24.9,1,2010-08-06T00:00:00Z,2010,SE monsoon
5326,0,A,14.2,24.1,0,2010-08-08T00:00:00Z,2010,SE monsoon
5339,0,SA,13.8,23.3,1,2010-08-08T00:00:00Z,2010,SE monsoon
5009,0,A,18.6,25.0,0,2010-08-10T00:00:00Z,2010,SE monsoon
5343,1,SA,15.6,25.6,1,2010-08-10T00:00:00Z,2010,SE monsoon
5453,1,SA,16.3,25.6,1,2010-08-10T00:00:00Z,2010,SE monsoon
4965,0,A,16.4,24.8,0,2010-08-14T00:00:00Z,2010,SE monsoon
5123,0,A,16.0,24.4,1,2010-08-14T00:00:00Z,2010,SE monsoon
5323,0,A,16.1,23.9,1,2010-08-14T00:00:00Z,2010,SE monsoon
5197,1,A,16.8,26.1,0,2010-08-16T00:00:00Z,2010,SE monsoon
4961,0,A,13.9,24.7,0,2010-08-17T00:00:00Z,2010,SE monsoon
5072,1,A,15.9,25.8,1,2010-08-17T00:00:00Z,2010,SE monsoon
5163,0,A,14.7,24.8,0,2010-08-17T00:00:00Z,2010,SE monsoon
5539,1,SA,15.6,26.0,1,2010-08-17T00:00:00Z,2010,SE monsoon
5550,1,CH,17.0,26.8,0,2010-08-23T00:00:00Z,2010,SE monsoon
5551,1,CH,15.8,25.0,0,2010-08-23T00:00:00Z,2010,SE monsoon
5553,0,CH,16.1,24.6,0,2010-08-23T00:00:00Z,2010,SE monsoon
5554,1,CH,14.5,22.2,0,2010-08-24T00:00:00Z,2010,SE monsoon
5075,0,A,15.8,24.5,0,2010-08-25T00:00:00Z,2010,SE monsoon
5540,1,CH,17.6,26.1,0,2010-08-27T00:00:00Z,2010,SE monsoon
4883,0,A,14.8,24.5,1,2010-08-28T00:00:00Z,2010,SE monsoon
5456,1,SA,18.5,25.2,1,2010-08-28T00:00:00Z,2010,SE monsoon
4964,0,A,15.1,24.5,0,2010-08-31T00:00:00Z,2010,SE monsoon
5462,1,SA,16.6,26.3,1,2010-09-01T00:00:00Z,2010,SE monsoon
3497,0,A,15.1,24.6,0,2010-09-02T00:00:00Z,2010,SE monsoon
5561,1,FL,16.9,25.4,0,2010-09-02T00:00:00Z,2010,SE monsoon
4896,0,A,15.0,25.1,1,2010-09-04T00:00:00Z,2010,SE monsoon
5574,0,CH,15.8,23.4,1,2010-09-04T00:00:00Z,2010,SE monsoon
5573,0,SA,15.8,24.5,1,2010-09-06T00:00:00Z,2010,SE monsoon
4941,0,A,14.9,24.8,1,2011-07-01T00:00:00Z,2011,SE monsoon
5334,1,A,17.5,26.9,1,2011-07-01T00:00:00Z,2011,SE monsoon
5609,0,A,15.6,24.3,0,2011-07-01T00:00:00Z,2011,SE monsoon
5550,1,SA,16.9,27.1,1,2011-07-02T00:00:00Z,2011,SE monsoon
5591,1,SA,16.4,26.0,1,2011-07-02T00:00:00Z,2011,SE monsoon
5170,1,A,16.8,26.3,1,2011-07-03T00:00:00Z,2011,SE monsoon
5450,0,A,15.2,24.7,1,2011-07-03T00:00:00Z,2011,SE monsoon
3518,0,A,14.8,25.1,0,2011-07-05T00:00:00Z,2011,SE monsoon
5009,0,A,13.7,25.1,0,2011-07-05T00:00:00Z,2011,SE monsoon
5242,0,A,13.7,24.5,1,2011-07-05T00:00:00Z,2011,SE monsoon
1438,0,S,14.3,23.9,0,2011-07-06T00:00:00Z,2011,SE monsoon
5128,0,A,14.8,24.5,0,2011-07-06T00:00:00Z,2011,SE monsoon
5254,1,A,17.1,25.8,0,2011-07-06T00:00:00Z,2011,SE monsoon
5240,1,A,17.5,26.2,1,2011-07-07T00:00:00Z,2011,SE monsoon
5610,0,SA,15.0,24.6,0,2011-07-07T00:00:00Z,2011,SE monsoon
5540,1,SA,16.8,25.9,1,2011-07-09T00:00:00Z,2011,SE monsoon
4854,1,A,16.6,26.2,1,2011-07-17T00:00:00Z,2011,SE monsoon
4958,0,A,16.4,25.5,0,2011-07-20T00:00:00Z,2011,SE monsoon
5195,0,A,14.3,24.3,0,2011-07-26T00:00:00Z,2011,SE monsoon
4957,1,A,15.4,24.9,0,2011-07-29T00:00:00Z,2011,SE monsoon
5226,1,A,14.3,24.0,1,2011-07-29T00:00:00Z,2011,SE monsoon
5291,1,A,15.9,25.3,0,2011-07-29T00:00:00Z,2011,SE monsoon
5338,1,A,15.5,26.1,1,2011-08-11T00:00:00Z,2011,SE monsoon
1494,1,S,16.0,24.3,1,2011-08-14T00:00:00Z,2011,SE monsoon
4965,0,A,14.3,24.9,1,2011-08-19T00:00:00Z,2011,SE monsoon
5323,0,A,14.2,24.2,1,2011-08-19T00:00:00Z,2011,SE monsoon
5540,1,SA,16.8,25.7,1,2011-08-19T00:00:00Z,2011,SE monsoon
5173,0,A,14.9,24.4,1,2011-08-30T00:00:00Z,2011,SE monsoon
5291,1,A,16.7,26.5,1,2011-08-30T00:00:00Z,2011,SE monsoon
5514,0,A,14.8,24.1,0,2011-08-31T00:00:00Z,2011,SE monsoon
5610,0,SA,13.8,23.6,1,2011-08-31T00:00:00Z,2011,SE monsoon
4933,1,A,16.1,26.4,0,2011-09-01T00:00:00Z,2011,SE monsoon
4892,1,A,15.9,25.7,0,2011-09-02T00:00:00Z,2011,SE monsoon
5224,0,A,15.2,23.3,1,2011-09-04T00:00:00Z,2011,SE monsoon
5334,1,A,17.9,26.1,0,2011-09-04T00:00:00Z,2011,SE monsoon
5075,0,A,14.9,23.8,1,2011-09-05T00:00:00Z,2011,SE monsoon
5217,0,A,15.5,24.7,1,2011-09-05T00:00:00Z,2011,SE monsoon
5116,1,A,16.8,26.2,1,2011-09-06T00:00:00Z,2011,SE monsoon
5283,1,A,17.6,24.7,0,2011-09-12T00:00:00Z,2011,SE monsoon
5553,0,A,14.7,23.8,0,2011-09-13T00:00:00Z,2011,SE monsoon
5573,0,A,15.7,24.0,0,2011-09-13T00:00:00Z,2011,SE monsoon
3462,0,A,15.8,24.5,0,2011-09-14T00:00:00Z,2011,SE monsoon
5320,0,A,14.7,23.7,0,2011-09-17T00:00:00Z,2011,SE monsoon
4890,1,A,16.6,25.3,0,2011-09-18T00:00:00Z,2011,SE monsoon
5497,1,A,15.1,25.4,0,2011-09-23T00:00:00Z,2011,SE monsoon
3451,0,A,14.0,24.1,0,2011-09-24T00:00:00Z,2011,SE monsoon
4883,0,A,15.7,24.2,0,2011-09-24T00:00:00Z,2011,SE monsoon
5267,0,A,14.7,24.1,0,2011-09-26T00:00:00Z,2011,SE monsoon
1415,0,S,14.2,24.0,0,2011-09-27T00:00:00Z,2011,SE monsoon
5754,1,SA,15.0,26.1,1,2011-12-06T00:00:00Z,2012,NW monsoon
5760,0,A,14.5,24.8,1,2011-12-14T00:00:00Z,2012,NW monsoon
4860,1,A,15.5,26.9,1,2012-01-28T00:00:00Z,2012,NW monsoon
4954,1,A,17.5,27.2,0,2012-02-02T00:00:00Z,2012,NW monsoon
3606,0,A,14.5,26.0,0,2012-02-03T00:00:00Z,2012,NW monsoon
5164,0,A,14.0,24.8,1,2012-02-06T00:00:00Z,2012,NW monsoon
3594,0,A,16.0,26.3,0,2012-02-08T00:00:00Z,2012,NW monsoon
5319,0,A,14.5,24.6,1,2012-02-08T00:00:00Z,2012,NW monsoon
3490,0,A,13.5,26.3,1,2012-02-09T00:00:00Z,2012,NW monsoon
4941,0,A,15.0,25.0,1,2012-02-09T00:00:00Z,2012,NW monsoon
4890,1,A,16.1,25.1,0,2012-06-06T00:00:00Z,2012,SE monsoon
5275,1,A,16.5,24.2,0,2012-06-06T00:00:00Z,2012,SE monsoon
5072,1,A,15.9,25.5,1,2012-06-08T00:00:00Z,2012,SE monsoon
5195,0,A,14.9,23.3,1,2012-06-09T00:00:00Z,2012,SE monsoon
5450,0,A,14.3,24.7,0,2012-06-09T00:00:00Z,2012,SE monsoon
3497,0,S,14.4,24.2,0,2012-06-11T00:00:00Z,2012,SE monsoon
5235,1,A,15.7,24.7,0,2012-06-11T00:00:00Z,2012,SE monsoon
3490,0,S,14.1,24.9,1,2012-06-16T00:00:00Z,2012,SE monsoon
5267,0,A,14.5,24.6,0,2012-06-16T00:00:00Z,2012,SE monsoon
4883,0,A,14.8,23.2,0,2012-06-21T00:00:00Z,2012,SE monsoon
5123,0,A,14.8,24.4,0,2012-06-27T00:00:00Z,2012,SE monsoon
5456,1,A,17.0,25.0,0,2012-06-28T00:00:00Z,2012,SE monsoon
3608,0,A,14.9,24.3,0,2012-06-29T00:00:00Z,2012,SE monsoon
5237,1,A,16.2,26.4,0,2012-06-29T00:00:00Z,2012,SE monsoon
5009,0,A,14.7,24.8,1,2012-07-03T00:00:00Z,2012,SE monsoon
5337,0,A,14.2,24.0,0,2012-07-03T00:00:00Z,2012,SE monsoon
5275,1,A,16.3,26.6,0,2012-07-06T00:00:00Z,2012,SE monsoon
5283,1,A,16.4,25.7,0,2012-07-06T00:00:00Z,2012,SE monsoon
4861,0,A,15.4,24.1,1,2012-07-07T00:00:00Z,2012,SE monsoon
5338,1,A,15.2,25.3,0,2012-07-07T00:00:00Z,2012,SE monsoon
5334,1,A,16.0,26.5,0,2012-07-14T00:00:00Z,2012,SE monsoon
5170,1,A,16.7,26.4,0,2012-07-15T00:00:00Z,2012,SE monsoon
5267,0,A,15.7,24.1,1,2012-09-09T00:00:00Z,2012,SE monsoon
3608,0,S,16.0,24.4,1,2012-09-14T00:00:00Z,2012,SE monsoon
5249,1,A,18.0,24.9,1,2012-09-15T00:00:00Z,2012,SE monsoon
4904,0,A,15.9,24.9,1,2012-09-16T00:00:00Z,2012,SE monsoon
5173,0,A,13.5,24.3,0,2012-09-17T00:00:00Z,2012,SE monsoon
4892,1,A,17.9,25.6,1,2012-09-18T00:00:00Z,2012,SE monsoon
5235,1,A,16.8,24.8,0,2012-09-18T00:00:00Z,2012,SE monsoon
5195,0,A,14.0,23.5,1,2012-09-19T00:00:00Z,2012,SE monsoon
4896,0,A,16.0,24.5,1,2012-09-23T00:00:00Z,2012,SE monsoon
3595,0,S,15.1,23.6,1,2012-09-24T00:00:00Z,2012,SE monsoon
5283,1,A,17.5,25.0,0,2012-09-24T00:00:00Z,2012,SE monsoon
4861,0,A,15.8,24.3,1,2012-09-25T00:00:00Z,2012,SE monsoon
4885,0,A,15.5,24.6,1,2012-09-25T00:00:00Z,2012,SE monsoon
3643,1,S,16.6,25.6,0,2012-09-26T00:00:00Z,2012,SE monsoon
5291,1,A,16.5,26.1,0,2013-02-05T00:00:00Z,2013,NW monsoon
5000,1,A,16.5,25.5,0,2013-02-08T00:00:00Z,2013,NW monsoon
3462,0,S,16.0,24.9,0,2013-02-24T00:00:00Z,2013,NW monsoon
3699,0,S,16.0,23.4,0,2013-07-02T00:00:00Z,2013,SE monsoon
4965,0,A,18.0,24.4,0,2013-07-04T00:00:00Z,2013,SE monsoon
3518,0,S,17.0,24.0,0,2013-07-09T00:00:00Z,2013,SE monsoon
3451,0,S,18.5,24.5,0,2013-07-11T00:00:00Z,2013,SE monsoon
4883,0,A,17.5,23.6,0,2013-07-11T00:00:00Z,2013,SE monsoon
4885,0,A,16.0,24.8,0,2013-07-13T00:00:00Z,2013,SE monsoon
5000,1,A,16.0,25.8,0,2013-07-14T00:00:00Z,2013,SE monsoon
5338,1,A,15.5,25.4,0,2013-07-14T00:00:00Z,2013,SE monsoon
4957,1,A,16.0,24.9,0,2013-07-16T00:00:00Z,2013,SE monsoon
5447,1,A,15.0,25.1,0,2013-07-18T00:00:00Z,2013,SE monsoon
5162,0,A,13.0,24.1,0,2013-07-28T00:00:00Z,2013,SE monsoon
5334,1,A,19.0,24.6,0,2013-07-31T00:00:00Z,2013,SE monsoon
5453,1,A,15.5,25.3,0,2013-07-31T00:00:00Z,2013,SE monsoon
5235,1,A,15.0,24.8,1,2013-08-01T00:00:00Z,2013,SE monsoon
3486,1,S,17.5,26.2,0,2013-08-06T00:00:00Z,2013,SE monsoon
5249,1,A,15.0,25.6,1,2013-08-11T00:00:00Z,2013,SE monsoon
5514,0,A,14.0,24.6,0,2013-08-14T00:00:00Z,2013,SE monsoon
5267,0,A,14.0,24.4,0,2013-08-17T00:00:00Z,2013,SE monsoon
4904,0,S,15.0,24.9,0,2013-08-18T00:00:00Z,2013,SE monsoon
4892,1,S,17.0,25.8,0,2013-08-24T00:00:00Z,2013,SE monsoon
5292,1,A,17.0,23.8,1,2013-08-24T00:00:00Z,2013,SE monsoon
3643,1,S,16.0,22.9,0,2013-08-28T00:00:00Z,2013,SE monsoon
5321,1,A,16.5,25.2,1,2013-09-02T00:00:00Z,2013,SE monsoon
5217,0,A,15.8,22.7,0,2013-09-05T00:00:00Z,2013,SE monsoon
4999,0,A,16.6,23.5,0,2013-09-16T00:00:00Z,2013,SE monsoon
4933,1,S,16.3,26.3,1,2013-09-18T00:00:00Z,2013,SE monsoon
5173,0,A,15.4,24.4,1,2013-09-19T00:00:00Z,2013,SE monsoon
5291,1,A,16.6,26.5,0,2013-09-19T00:00:00Z,2013,SE monsoon
4890,1,S,16.2,25.5,1,2013-09-24T00:00:00Z,2013,SE monsoon
4892,1,S,16.4,25.8,1,2013-09-28T00:00:00Z,2013,SE monsoon
5173,0,A,13.7,24.6,0,2014-02-01T00:00:00Z,2014,NW monsoon
3462,0,S,14.9,25.9,0,2014-02-14T00:00:00Z,2014,NW monsoon
3486,1,S,17.2,26.5,0,2014-06-25T00:00:00Z,2014,SE monsoon
4954,1,S,17.3,27.2,0,2014-06-25T00:00:00Z,2014,SE monsoon
4973,0,S,16.8,24.7,0,2014-06-27T00:00:00Z,2014,SE monsoon
3574,0,S,14.2,23.8,1,2014-06-28T00:00:00Z,2014,SE monsoon
4917,0,S,14.9,24.6,1,2014-07-03T00:00:00Z,2014,SE monsoon
5453,1,A,15.8,25.6,0,2014-07-03T00:00:00Z,2014,SE monsoon
5292,1,A,16.2,25.5,1,2014-07-04T00:00:00Z,2014,SE monsoon
5128,0,A,16.0,23.9,1,2014-07-09T00:00:00Z,2014,SE monsoon
4972,1,S,15.8,26.3,0,2014-07-10T00:00:00Z,2014,SE monsoon
5450,0,A,15.5,25.0,0,2014-07-10T00:00:00Z,2014,SE monsoon
4965,0,S,15.2,24.1,0,2014-07-13T00:00:00Z,2014,SE monsoon
4954,1,S,17.4,26.9,0,2014-07-18T00:00:00Z,2014,SE monsoon
4860,1,S,16.8,25.6,0,2014-07-19T00:00:00Z,2014,SE monsoon
4957,1,S,15.6,26.2,0,2014-07-21T00:00:00Z,2014,SE monsoon
5132,0,S,14.5,24.0,0,2014-07-23T00:00:00Z,2014,SE monsoon
5319,0,A,15.1,24.1,0,2014-07-30T00:00:00Z,2014,SE monsoon
5291,1,A,16.5,26.2,0,2014-08-07T00:00:00Z,2014,SE monsoon
5195,0,A,14.2,24.1,0,2014-08-21T00:00:00Z,2014,SE monsoon
4958,0,S,14.5,26.1,0,2014-09-08T00:00:00Z,2014,SE monsoon
5453,1,A,14.4,25.9,0,2014-09-11T00:00:00Z,2014,SE monsoon
5195,0,A,14.7,23.9,0,2014-09-17T00:00:00Z,2014,SE monsoon
3486,1,S,17.5,26.3,1,2014-09-23T00:00:00Z,2014,SE monsoon
5128,0,S,15.2,23.8,0,2014-09-23T00:00:00Z,2014,SE monsoon
5292,1,A,17.7,25.7,0,2014-09-23T00:00:00Z,2014,SE monsoon
